1000,75.90224,
2000,75.9077,
3000,75.90468,
4000,75.857185,
5000,76.834145,
6000,325.25043,
7000,190.83865,
8000,310.4029,
9000,414.78802,
10000,316.85895,
11000,334.936,
12000,413.9252,
13000,375.147,
14000,388.78885,
15000,418.9629,
16000,452.25177,
17000,407.64752,
18000,460.42627,
19000,395.5466,
20000,356.47278,
21000,450.31967,
22000,430.41473,
23000,368.68326,
24000,386.11633,
25000,385.92813,
26000,435.13947,
27000,473.79498,
28000,471.5893,
29000,451.27792,
30000,488.5211,
31000,427.28745,
32000,465.67157,
33000,412.4309,
34000,465.2995,
35000,401.39136,
36000,415.79852,
37000,446.79453,
38000,402.68906,
39000,467.55853,
40000,456.20328,
41000,461.54208,
42000,461.70355,
43000,465.78204,
44000,461.54608,
45000,432.6105,
46000,434.65,
47000,420.50177,
48000,457.14682,
49000,499.19882,
50000,457.17368,
51000,470.24893,
52000,526.1168,
53000,481.07715,
54000,470.22174,
