1000,-148.3151,
2000,-112.45604,
3000,-146.33954,
4000,-133.74527,
5000,-181.89108,
6000,-514.16174,
7000,-360.18323,
8000,-214.97647,
9000,-130.9141,
10000,-103.024635,
11000,-131.3578,
12000,-99.18396,
13000,-77.38771,
14000,-233.72537,
15000,-68.458405,
16000,-55.868683,
17000,-88.120285,
18000,-92.14927,
19000,-25.91891,
20000,-56.663116,
21000,-44.33562,
22000,-70.220665,
23000,-54.467663,
24000,-62.213898,
25000,-44.35424,
26000,-63.74295,
27000,-14.406324,
28000,-34.307076,
29000,-44.460876,
30000,-50.29223,
31000,-51.249878,
32000,-32.788033,
33000,-39.76061,
34000,16.307121,
35000,129.27182,
36000,48.1571,
37000,1.6343706,
38000,-16.512894,
39000,-17.073252,
40000,-32.52391,
41000,-36.92794,
42000,-17.704212,
43000,-29.899189,
44000,-20.941324,
45000,8.422148,
46000,-20.592155,
47000,62.725323,
48000,35.5521,
49000,-21.85413,
50000,-8.539473,
51000,41.866325,
52000,48.842445,
53000,23.46496,
54000,86.2006,
55000,50.42269,
56000,8.732641,
57000,119.969315,
58000,128.0407,
59000,220.67639,
60000,120.91614,
61000,118.39968,
62000,23.549465,
63000,164.263,
64000,48.49192,
65000,-25.06512,
66000,154.55568,
67000,-8.413483,
68000,125.38198,
69000,124.01662,
